366 3528 1 1076832000
53 1998 1 1131004800
509 305 1 1143878400
509 1389 1 1143878400
509 1730 1 1143878400
509 1796 1 1143878400
509 3839 1 1143878400
509 10392 1 1143878400
509 11150 1 1143878400
509 5736 0 1143878400
163 1531 0 1180375408
163 144 1 1180376951
163 1387 1 1180383412
163 1462 1 1180383422
163 591 1 1180385674
947 12 1 1180494413
185 142 1 1180558450
811 1351 1 1180559758
185 58 1 1180573194
495 2802 1 1180664038
634 1317 1 1180667614
717 1757 0 1180675569
509 7414 1 1180722302
509 13591 1 1180722449
509 11687 1 1180722546
634 1064 1 1180743039
184 8077 1 1180795423
634 4070 1 1180804629
634 1178 1 1180804703
634 218 1 1180805422
634 278 1 1180806741
634 2872 1 1180807496
634 3 1 1180808274
634 10 1 1180808276
634 5214 1 1180808339
634 5200 1 1180808999
634 2470 1 1180809068
725 3009 1 1180817997
163 6240 1 1180818536
163 3994 0 1180821526
688 617 1 1180985596
688 4432 1 1180985596
688 4715 1 1180985596
688 4179 0 1180985596
688 631 1 1180985597
688 1500 1 1180985598
688 10416 1 1180985598
688 17071 1 1180985598
688 2298 0 1180985598
688 12654 1 1180985602
688 5565 1 1180985607
688 1910 1 1180985612
688 4396 1 1180985612
688 5041 1 1180985612
688 5045 1 1180985613
688 1167 1 1180985615
688 17070 1 1180985615
688 1411 0 1180985615
688 820 1 1180985617
688 1912 1 1180985617
688 2999 1 1180985617
688 11009 1 1180985617
688 17069 1 1180985617
688 1117 1 1180985618
688 17067 1 1180985618
688 17068 1 1180985618
688 1717 1 1180985619
688 6177 1 1180985619
688 6162 1 1180985620
688 1344 1 1180985621
688 808 0 1180985621
688 4805 1 1180985624
688 9253 1 1180985624
688 9487 1 1180985624
688 16680 1 1180985624
688 11088 1 1180985627
688 1752 0 1180985627
688 641 1 1180985628
688 1130 1 1180985628
688 842 1 1180985629
688 1112 0 1180985629
688 4304 0 1180985629
688 10523 0 1180985629
688 11255 0 1180985629
688 1118 1 1180985631
688 5165 1 1180985631
688 8014 1 1180985631
688 17065 1 1180985631
688 17066 1 1180985631
688 17064 0 1180985631
688 4621 1 1180985635
688 17063 0 1180985635
688 6992 1 1180985637
688 12212 1 1180985643
688 17062 1 1180985696
688 17061 0 1180985720
688 1392 1 1180985721
688 15083 1 1180985729
688 944 1 1180985860
688 17060 1 1180985860
879 3 1 1181002340
879 12 1 1181002788
879 5 0 1181008865
185 20 1 1181057505
556 128 1 1181065130
556 439 1 1181072133
556 1438 1 1181072576
556 8634 0 1181072979
185 3 1 1181079744
185 10 1 1181079782
509 13448 1 1181079796
879 9 1 1181084447
556 92 1 1181085491
185 2126 0 1181145021
270 51 1 1181160913
270 9 0 1181161151
270 3082 1 1181168627
270 73 1 1181169000
641 58 1 1181174776
270 322 1 1181188040
270 2757 0 1181191386
270 21 1 1181192594
270 601 1 1181192860
270 7017 1 1181193214
565 1167 1 1181230256
565 55 0 1181230273
565 1419 0 1181230275
565 4110 0 1181230287
565 3319 1 1181230327
788 12 1 1181230519
788 3 1 1181248701
788 10 1 1181248710
636 3488 1 1181319585
27 4785 1 1181337510
270 632 1 1181368834
247 3 1 1181414088
247 2513 1 1181416139
293 4174 1 1181523227
293 4173 1 1181523236
688 3 1 1181536595
293 6549 1 1181539916
353 775 1 1181545200
967 3932 0 1181559647
293 496 1 1181568357
293 37 1 1181570552
293 8595 0 1181571402
125 7727 1 1181571771
125 7726 0 1181571779
125 671 0 1181574484
125 20961 1 1181574703
125 5332 0 1181574846
125 19942 0 1181575230
125 6259 1 1181575266
125 11150 0 1181575283
125 3200 1 1181575371
125 2796 1 1181576645
293 632 1 1181610499
293 169 1 1181610557
293 1002 1 1181610566
293 1076 0 1181610597
247 1186 1 1181611792
353 2114 1 1181618621
879 20 1 1181680766
509 631 1 1182006015
832 16272 1 1182044979
792 2110 1 1182093891
792 5 1 1182093918
987 1 1 1182484657
430 3 1 1183327043
68 317 1 1183354922
68 1157 1 1183354952
163 3 1 1183502833
68 2378 1 1183563597
636 4611 1 1183639802
636 11852 1 1183641037
636 6374 1 1183643319
636 12488 1 1183644619
509 4366 0 1183734757
840 12926 1 1184089062
163 4628 1 1184108979
184 1122 1 1184385627
762 1122 1 1184385627
636 6391 1 1184428567
636 4443 1 1184428867
840 1287 1 1184518090
509 2489 1 1184592337
636 6933 0 1184689856
636 10 1 1184692751
184 3 1 1184726493
184 10 1 1184726574
184 7652 1 1184728113
762 7652 1 1184728113
184 229 1 1184728902
762 229 1 1184728902
509 271 1 1184944531
509 13590 1 1184944533
509 13588 1 1184944535
509 13589 1 1184944535
509 7714 0 1184944535
509 13587 0 1184944537
509 13 1 1184944538
509 5905 0 1184944538
509 13237 1 1184944540
509 13585 1 1184944545
509 13586 1 1184944545
509 1736 0 1184944545
509 8268 1 1184944547
509 13584 1 1184944547
509 13583 1 1184944549
509 7127 0 1184944549
509 7145 1 1184944567
509 13581 1 1184944567
509 13582 0 1184944567
509 1500 0 1184944568
509 1060 1 1184944569
509 13578 1 1184944594
509 13579 1 1184944594
509 13580 1 1184944594
509 4290 0 1184944595
509 4328 1 1184944598
509 4357 1 1184944599
509 13577 1 1184944600
509 574 1 1184944601
509 2481 0 1184944615
509 198 1 1184944646
509 1398 1 1184944646
509 6259 1 1184944646
509 4759 1 1184944647
509 13576 1 1184944656
509 13575 0 1184944669
509 13207 1 1184944674
509 13574 1 1184944684
509 1742 1 1184944688
509 13573 1 1184944688
509 4078 1 1184944700
509 7275 1 1184944714
509 943 1 1184944720
509 1301 1 1184944720
509 4370 1 1184944736
509 9606 1 1184944852
509 13572 1 1184944860
509 794 0 1184944860
509 4065 1 1184944864
509 4076 1 1184944864
509 13571 1 1184944864
509 13570 1 1184944873
509 13569 0 1184944878
509 1076 1 1184944879
509 1454 1 1184944879
509 7224 1 1184944879
509 13568 1 1184944879
509 1242 0 1184944879
509 13567 1 1184944887
509 8090 1 1184944904
509 2237 1 1184944905
509 4307 0 1184944906
509 8515 1 1184944954
509 13566 1 1184944954
509 1526 0 1184944954
509 7143 1 1184944955
509 13565 1 1184944955
509 1112 0 1184944984
509 10006 1 1184945013
509 13474 1 1184945013
509 13564 1 1184945013
509 6059 1 1184945016
509 13563 1 1184945016
509 13562 1 1184945029
509 13561 1 1184945075
509 4793 1 1184945081
509 13560 1 1184945136
509 13559 1 1184945138
509 1067 1 1184945470
509 11595 1 1184945470
509 2669 1 1184945471
509 5424 1 1184945474
509 13558 1 1184945474
509 13557 1 1184945475
509 3529 1 1184945476
509 10266 1 1184945476
509 7945 1 1184945480
509 4384 1 1184945481
509 13556 1 1184945483
509 641 1 1184945484
509 9580 0 1184945484
509 2568 1 1184945487
509 10000 1 1184945951
509 13555 1 1184946013
509 427 1 1184946014
509 13554 1 1184946014
509 4388 1 1184946016
509 13552 1 1184946016
509 13553 1 1184946016
509 2153 0 1184946016
509 12634 0 1184946016
509 8014 0 1184946031
26 110 1 1184991635
509 1724 1 1185045471
184 4108 1 1185070138
762 4108 1 1185070138
184 36 0 1185070254
762 36 0 1185070254
184 7651 1 1185227004
762 7651 1 1185227004
509 576 1 1185342646
964 4795 0 1185501129
163 3717 1 1185819409
358 9505 1 1185889687
964 1424 1 1185900072
964 2343 1 1185900366
509 13551 1 1185972649
509 5335 1 1185972877
358 15356 1 1185979085
163 213 1 1185988165
163 3500 1 1185988168
717 10 1 1186004505
264 94 1 1186215798
775 94 1 1186215798
509 13550 1 1186297219
509 13549 1 1186297387
509 4180 1 1186298732
509 78 1 1186299288
509 13548 1 1186299456
509 13547 1 1186550825
947 10 1 1186771909
688 559 1 1187816994
32 3 1 1187874539
358 579 1 1187929607
611 866 0 1188479797
509 598 1 1188487751
688 196 1 1188516874
509 4040 1 1188995258
509 2311 1 1189374445
611 1515 1 1189465361
611 12506 1 1189465401
611 3082 1 1189465425
509 12275 1 1190251638
509 1059 0 1190251652
509 11321 0 1190751437
509 13546 1 1190751459
509 12301 1 1190751503
565 13 1 1191196716
565 1139 1 1191196720
565 5903 0 1191196726
27 3185 0 1192147894
987 767 1 1192269652
987 2004 1 1192270284
509 7079 0 1192307486
270 852 1 1192580728
688 161 1 1193541711
509 13545 1 1194015471
509 5654 0 1194110197
68 17179 1 1194149150
748 94 1 1194416790
748 65 1 1194417427
688 4357 0 1194563736
