(1052,2103) 1729 6867 2110 12308 7739 5750 8302 6364 9348 2968 4665 3922 1636 1398 5893 3954 3052 518 3259 932 9635 13652 3109 3344 2519 2000 6379 8677 17539 12769 15912 8689 7078 8326 5767 9206 773 1704 4832 15 10301 6223 18108 7697 9430 13080 13090 6391 6239 3812 3957 10084 389 3330 11412 7582 17923 2550 1123 5574 17721 8181 6705 6372 3149 13562 3283 5994 7727 2584 6154 9233 796 8456 14988 20039 14772 17562 3731 8406 3028 2953 3521 1783 1362 107 6008 1490 1662 10071 8319 1901 774 1580 5289 6540 1877 14030 3546 7358
(10336,15276) 1468 9428 6765 7538 15854 5041 6375 18101 8309 15432 859 10863 6541 1817 6415 19318 9560 3654 655 1213 10417 4040 6529 7088 18057 1173 15053 10061 7303 11251 19870 13901 9325 3596 15467 2526 4035 1793 9337 3851 386 8492 5472 2167 3098 4330 883 684 12604 465 4149 3191 2923 8486 10818 2178 5301 3179 16536 9417 1287 17565 7957 12320 11045 6214 13275 1009 14004 488 11858 7904 5891 206 4822 18616 8654 5498 559 2714 9230 5562 154 10639 4174 4069 3850 3089 17638 2079 19164 7596 12246 3810 11843 1985 117 14705 75 5803
(10336,15277) 11065 12506 6884 12401 6549 2472 19099 15910 10532 645 1573 16620 11406 8413 19758 12946 8404 3972 564 10816 3877 12556 2668 16796 15975 16860 1139 6540 823 1606 2087 16386 1112 2793 12602 5438 17130 5176 6501 8193 2945 10958 4751 6651 18682 12017 15267 8499 5318 17403 998 11132 4236 10274 13357 10324 6821 18193 4232 5320 9918 1684 4769 1828 9478 10960 11250 5776 5590 18555 2488 12894 4227 3186 15621 3316 1362 1011 9327 5609 239 1380 3744 8078 3652 6187 4087 5678 3327 18189 7312 5384 16934 2779 9627 5829 11785 5028 18387 1879
(18482,286) 3166 3908 6781 2094 1809 3847 7303 12826 11267 3897 6083 12212 10725 8568 11213 2859 3399 1883 20753 713 9840 14097 4734 3156 2780 9396 7122 14872 12023 2935 298 2182 2385 87 10996 1233 67 10336 16873 20272 9979 20175 1274 4104 7234 6421 1460 12213 17607 3988 16173 7450 14175 20231 8804 5239 11840 6213 2560 14916 5370 13675 3057 2855 7798 3035 863 12621 16345 375 8493 11048 10854 14113 8590 8802 616 2228 3336 16018 5805 2666 2169 15617 13945 15414 6322 2863 1386 12311 632 18736 471 17544 16970 7177 8618 18507 11298 5804
(10568,545) 200 4684 16128 13173 8508 2691 2930 416 5524 8173 1203 5958 16162 3265 15538 13537 10658 8564 19757 18584 8813 14912 2163 5991 106 5157 11524 190 19582 15092 3247 15915 6400 2350 15333 10236 272 8164 9779 2554 16636 3628 474 16507 4431 3812 1910 16707 2431 6120 1984 357 548 18558 6516 3210 17384 18682 5950 6031 8170 6060 5698 298 1522 1872 8038 2094 9418 17337 15978 19580 793 6544 7590 20403 9350 562 1175 10698 8626 4013 447 7551 1963 970 4918 3889 2078 7817 15126 1445 16600 8451 7715 720 12073 12825 20024 13486
(10568,1013) 6018 6950 6372 15277 18719 14583 14693 7653 2856 1567 8477 5702 1169 2978 2731 18015 1131 9041 6560 4004 7959 20023 9415 2457 6574 9229 9390 11082 3215 3927 808 7457 4178 10739 85 6669 17576 949 10386 2734 1261 3270 15346 10941 18731 9699 10796 2169 6353 518 13219 574 12058 1026 2293 15892 2230 565 10040 2074 5408 15035 6753 5041 3526 20106 5613 1281 17935 4050 5812 2560 16787 1705 5330 8622 2782 4960 16734 2644 19889 5529 2828 12552 10004 14880 6921 4628 10145 11171 7095 1476 11001 8899 2881 5026 3902 933 7063 10324
(4420,9439) 4741 486 8801 3033 6400 3388 13790 666 1271 14392 18583 9284 3348 17314 2028 5070 20106 1972 4162 20648 13499 20003 16349 5808 18722 5967 5643 3018 10203 15354 17573 739 8496 2361 761 19816 11728 52 9041 5404 220 4183 4669 9219 11131 2395 3751 943 7500 12992 16376 3200 969 15810 5128 6338 8740 7300 16836 14224 1813 17890 3532 7809 7257 5144 11971 10562 14612 787 13947 11095 17935 2436 16506 14560 5428 11281 3315 4195 11258 5200 3257 3842 6575 13595 3906 48 2653 18171 13125 3119 12427 3404 1411 709 12784 2291 19758 6362
(9030,167) 6619 2537 4625 2815 1625 5473 16245 16061 11405 1461 3076 4691 6744 5958 4384 12380 6734 12811 132 19429 6679 1724 8142 10639 14979 15413 1587 2568 702 12761 5738 2670 8302 1832 9488 10113 3005 8460 10793 808 3067 14546 16248 2981 5347 17651 3487 4350 10582 2732 5055 1747 124 379 1841 10318 13782 11560 8806 3925 11518 8619 10941 9717 8737 7182 16862 1390 2021 7628 3271 16590 13189 8256 4460 10565 10800 10506 2789 11002 10015 4020 1343 879 211 6998 15343 20083 1147 4689 65 6045 6617 12892 17815 4588 6654 10962 16961 19170
(9030,285) 12113 1887 15255 16212 75 5286 2388 3383 13300 953 12641 11432 12063 5312 8739 15670 5355 4145 2134 8115 12496 6414 6042 10523 10793 8850 10186 9146 18171 14061 13256 11354 1092 17648 16748 26 6692 9927 13901 13748 4698 16789 17672 2486 13932 4842 17064 13570 9846 5582 12680 11218 8646 12725 587 6557 803 13796 6123 18056 20400 1420 2919 9083 3716 4171 2219 17721 2766 3035 11708 6611 790 8535 12271 8032 4118 3881 8112 11183 1897 16303 8478 10338 4108 8130 2058 8924 17723 11383 13237 11667 4999 4844 9925 19583 15984 274 15351 2935
(9030,343) 10800 3079 2834 2007 7042 11365 7784 2229 9422 15366 12551 9401 10271 13040 12755 16734 5673 434 12030 246 6032 15850 1746 6623 10285 13448 17593 2035 186 21090 3119 135 17067 1313 11129 19583 5736 9107 5416 2138 17271 13944 7435 2334 8780 8346 7101 9102 14218 845 10850 3656 11106 271 19453 12788 1328 18055 11 373 7453 5144 7251 10170 18127 469 5033 6357 12826 14828 14420 13748 14654 9441 4151 16174 8187 5391 10838 1861 3462 10867 16866 2526 1091 1356 4052 3919 15331 5644 2734 4853 17903 16382 20451 5508 13540 20016 9439 2206
