1 1052,2825,10336,18482,20044
2 4409,10568,10926
3 910,3916,4420,9030,14543
4 1530,18511,18520
5 7037,10513,11159
6 9275,14593,16879,20619
7 6875,9517,10060,13179
8 714,6257,11207,17788
9 4229,5342,5471,13873,17954
10 3311,14578
11 1160,2162,5459,10492,18723
12 717,9292,9382,20585
13 14668,14786,15640
14 5251,7463,9360
15 5175,6655,7357,8610
16 6075,9395,12143,17203,19189
17 4787,8418,12965
18 9539,11612,16658
19 7587,8138,16558,18756
20 2940,4503,6931,17545
21 195,917,4339,16167
22 3897,11497,11812,20512
23 5752,6970,7147,8260,11084
24 5504,5953,7087,12552
25 7848,14737
26 1593,12242,19124
27 1096,2236,10470,14903
28 1287,7622,13999,14729,18536
29 10468,12182,12560
30 1593,1920,6719,7119,9966
31 5982,7499,17147,17201,17381
32 28,1202,17557
33 811,1275,4137,10210,12941
34 2667,10983,14327,16132
35 365,5300,6616
36 1828,7224,14763
37 9244,14495,14629,20119
38 9575,16474
39 12385,18360
40 4906,6817,14879,16228,18957
41 370,4539,12510,20449
42 203,1891,2548,15395
43 447,13319,15589,19194
44 3898,9281,13802,18908
45 365,4716,7019
46 7813,8197,12819
47 359,4067,6193,10951,11322
48 6869,19907
49 106,4829,9885,11572,12288
50 7170,8644
51 8712,11145,14797,19982
52 3502,11800,15351,20555
53 103,956,17036
54 2923,12380
55 4910,8346,11693
56 8347,9224,16276,18867,19051
57 2656,5831,11452,12823
58 6060,6137
59 9006,16825
60 5566,13605,20349
61 6599,11024
62 2997,6008,7486,16821,20623
63 11261,19401
64 802,17486
65 5351,10147,17630
66 374,9163,9907
67 3769,11362
68 6330,7198,9401,14449
69 13216,13390
70 5756,11850,13448
71 3567,3895,4568,15509
72 11384,11792,16584
73 1015,7917,15373
74 1794,2821,4460,6353,20397
75 268,5846,8620,13119,19890
76 8191,12674,14927
77 1144,7170,15581
78 10672,13642,13685,14674,15449
79 3052,7623,20374
80 6633,13023,14278
81 5882,6975,14834,17596
82 2861,8849,11217,11997,13114
83 6200,13098,15273
84 7953,10280,11973,14017,20519
85 4902,7684,7699,8525,11734
86 12449,15688,17031,20032
87 891,15631
88 2706,19571
89 1632,17292
90 10507,19133,19926
91 388,4532,5752,12035,15226
92 4780,5513,7575,14267,19895
93 3323,3678
94 9546,14549,17215
95 1655,10449,14083
96 12391,15783
97 5249,13726,16676
98 5891,16265,18521
99 4344,16171
100 4619,6415
101 4015,17694,18141
102 5278,11518,11586,13995
103 4088,16578
104 3032,14170,20314
105 2279,5025,10151,17981,19088
106 11440,12912,13297
107 2721,12267
108 398,20411
109 1273,5947,9045
110 283,11299,20087
111 4041,5465,8735
112 7978,15132,19220,19549
113 7337,8398,9803,13537
114 8791,15071
115 388,1941,4807
116 9203,9953,13085,19278
117 536,10758,15333,20411
118 6513,6678,16629,17074,18976
119 826,8466,16187,19478,19854
120 2505,9949,10967,16361,16595
121 1342,3481,6500,20462
122 784,1318,3826,6775,10795
123 12658,13176,19731
124 1742,2692
125 9312,16125,16651,16783,20571
126 241,2457,4708,10140
127 3928,9657,16808
128 1011,6813,7443,7769,11296
129 3818,12144,14314,14966,17002
130 1935,11209,13634,15007
131 722,4794,6678,10120
132 8858,12972,13270,17229
133 1358,1553,8341,8938,10799
134 6155,18395,18437
135 9781,11302,14674,15017
136 6111,7368
137 4540,4900,8301,16674,16782
138 3197,11809,15242,15821,19466
139 7117,12342,15915
140 8531,20049
141 5074,6245,11952,19541
142 9145,17408,18569
143 5315,19619
144 5079,9045
145 357,12228,14530,16981
146 1604,9947,11492,15257,15921
147 1621,7935,10796,17067
148 11872,12682,13173,15533,20522
149 4805,6961,15635,20617
150 1165,5442,8876
151 11922,12387,19397
152 3880,8080,10154,11344,16837
153 15208,17978,18042,19609
154 5776,8748,10868,11697,18364
155 8208,10268,15998,18335
156 2691,5841,10115,10388
157 3076,3474,12914,16706,18053
158 392,1548,11569,19381
159 4934,9969,11586,11597,16413
160 3471,4455,9578,13824,15025
161 7303,10466,10721
162 2305,9146,14581,15274
163 2704,6051,11564,13443,17365
164 3334,4309,8140,11476
165 7695,10400
166 10179,13693
167 3238,14270,15493,19509,20019
168 6869,8491,8894,12671,15562
169 132,3676,4465,4637
170 9268,12219,16512,17601,17954
171 853,5104,12469
172 3866,7637,9189,10326,10905
173 11957,14596
174 4538,15975,18737
175 1785,1983,5874,9967,13999
176 12654,15711
177 11577,15194,15960,17466
178 3263,14319,14913,15967
179 6624,10575,11516
180 6383,13847
181 2803,18199
182 9466,14365,16556
183 4529,9424,14629,19371
184 2244,9675,10581,15522
185 289,12408,12614,13323,17343
186 13253,16030,16760
187 6909,10651,13183,19979
188 7669,19014
189 19,2646,6344,9304,12300
190 2913,6697,9395,13643
191 2816,6034,14061,16862
192 705,4394,5653,12658,18750
193 9369,14354
194 3657,8066,9585,12186,12235
195 7604,18216
196 6403,13481,15133,16729
197 3451,9001,17296,18514
198 13057,14541
199 7290,9140,13664,14375,16933
200 5364,8434,12835
201 3239,7682,8634,12250
202 124,3944,4919,12101,16366
203 352,688,4305,5259,10963
204 9920,10058,16114,16575,19278
205 6584,8283,10842
206 2018,9517,18764
207 12277,12638
208 5037,5175,8399,10068,18456
209 1137,3778,8003
210 777,3304,4356,9165,17898
211 11270,15937,17179,17607
212 5661,8550,18061
213 10657,13250,17720
214 5224,8217,11037,14797,20153
215 1582,3683,6419,10736
216 16292,20511
217 2793,13686,14681
218 4888,11772
219 772,14098,16286,19094,20184
220 3655,5608,10511,14182
221 867,7214,9753,11255,12429
222 4625,5889,10553,15843
223 6927,15865
224 1411,12787,17812,19513
225 860,12152,18492
226 1227,9621,10677
227 2382,6559,14694,16093
228 6353,8898,17255
229 15465,19021
230 5006,17533
231 5799,7513,18032,20524
232 3810,12915
233 2226,4009,6701,18380
234 7120,13403,18063
235 4142,5670,16745,18328
236 1557,6690,18864,20334
237 8651,18801
238 33,6546,8576,16534,19720
239 623,767,9178,13893
240 7283,12448,16097
241 2002,17275,17775,19652
242 4687,17236
243 2876,17208
244 716,2391,15319,18296,18451
245 4687,6152
246 4688,12226,13630,18413,20466
247 1381,9432
248 6136,6758
249 3236,6838,7589,11486,14988
250 4154,6104,12409,13593
251 11217,16404,17716,17775
252 923,11482,13363,13862,16328
253 1965,11545
254 3084,11760
255 6718,6963,16733
256 1934,5515,18306
257 3615,6149,11897,14937,15977
258 3293,14355,20551
259 3448,6078,6897,16319,20032
260 10606,12318,13581
261 2524,7655,14979,18114
262 8629,11678,20319
263 219,7071,15310,16027,20193
264 4547,6309,10357,18455
265 7197,8038,8415,18072
266 8150,9415,17401,18131
267 1794,2287,12001,12274,13335
268 5932,10002
269 11109,15399,16224
270 11797,16956
271 2070,17257,20146
272 4836,18260,19525,19741
273 4332,8925
274 9427,10429,18912
275 462,629,5905,9172,17026
276 7114,7423,15278,20220
277 2076,11265
278 779,4692,8447,10050,17968
279 3342,6619,11829,13161
280 318,4878,7532,10334
281 857,3195,4996,9433,14948
282 2566,8648
283 3589,16474
284 5269,5835,7146,11800
285 689,11331,12656,14253,14552
286 5794,10726,13532,15046
287 2783,5928,8667,11672
288 6366,11977,16205,19640
289 9173,10244,18849
290 602,10366,12366,14499,18678
291 3788,13660
292 839,2040,6830,9757,18753
293 3099,9404
294 3900,4935,5958,12778,19997
295 2544,13270,13596
296 5203,7210,7430,10710
297 535,5257,6821,19651
298 1831,4788
299 1229,5433,10979,18722,18991
300 6257,7921,9903,17674,19580
301 127,3832,10314,18204
302 17252,17581,20524
303 122,2727,2955,5446,10623
304 231,1602,5443,11966,15393
305 3471,10263,16656
306 2092,7600,11114,13380
307 2207,8684,10420,18006
308 7314,13966,14383,16483
309 8256,16242,19079
310 16,12233,14225
311 809,17699,17965,19559
312 1089,7561
313 752,7851,11814,12878,15477
314 1813,5506,5850,8682
315 5503,13621
316 5308,13350,16219,16392,17130
317 2552,9392
318 1841,4300,5778,17319
319 113,4943,18701,19742
320 6138,9420,13039,15517,16704
321 110,1653,15138
322 1728,7317,20409
323 8117,8264,9113,17175
324 10415,11039,13746,19664
325 1526,11309,16472
326 5822,12552,17319
327 5475,8643,8878,13178
328 6034,13282,15578,18311
329 14583,18107
330 787,11948,13906,18655,19060
331 7717,9661,15351,16878
332 4944,11670,15143,16464,19581
333 2469,4115,5025,15834,16406
334 10369,12779,13030,15400
335 1496,14217,19765
336 5234,8478,13403,16060
337 4180,10485,15375
338 2075,3312,6216,11639
339 258,10873,19774
340 1148,3824,20086,20202
341 5322,17108
342 2948,10593,11624,13870,16890
343 3034,17491
344 8024,8057
345 11899,12675,18066
346 12858,13604,14008,17168,17439
347 3751,18062
348 3838,5793
349 440,4525,10085,15652,18009
350 4429,9571,12609,17218,18215
351 7315,18429,18819
352 11368,14927,15296,15592
353 7585,13504,16316,18342,19522
354 3213,6869,8993,20496
355 12423,16725
356 5444,6479,17953,18818
357 2474,3743,5303,14483,19835
358 3477,7595,9706,12391
359 8500,10475
360 5377,7732,10113,16712
361 181,3823,11091,16801
362 4788,6591,13050,14897,19331
363 15880,19203
364 7087,14672,16129,18055,19265
365 7155,12586
366 3652,3918,7745,9275
367 731,848,5546,5876,20468
368 14073,16012,17077,19156
369 7277,18370,18690
370 5885,20442
371 5258,7488,13990,14089,14765
372 5228,5379,11253,19640,20573
373 625,1897,5807,9991
374 5014,5587,8694,14098,19237
375 1263,10664,11432,11659,19841
376 6249,8811,9083,13951,14091
377 294,936,16417
378 1556,4500,7022
379 5367,6127,12324
380 2324,18922
381 5181,11862
382 1567,9058,16264,18898
383 10832,17606,18764
384 1762,2650,3383,6811,18388
385 14938,17881,20159
386 635,4189,5425
387 16932,20514
388 6887,9396,10291,10364,16783
389 138,7223,19178,19835
390 241,2503,11302,12355,13395
391 4188,9282,11581,12624,12833
392 16769,20407
393 560,2493,16833,17297
394 10347,12044
395 2535,11099,18146,18687
396 3417,7106,13020,18050,19580
397 2174,3524,19943
398 2827,5045,5275,9779,20533
399 1586,10455,11289,17445
400 4352,9755,12553,16682
401 1309,17808,18409
402 1899,3898,11699,19196
403 110,2110,3354,3838,16345
404 2171,16348
405 808,5388,7321,11394,12364
406 4010,13824,19781
407 2377,9544,10976,11287,12082
408 4219,4623,4732,9648,20627
409 2676,7554,17567,20079
410 987,17464
411 14905,16013,19489
412 1413,3283,12896
413 2996,5732,8896,18442,19034
414 8951,16660
415 12831,17844
416 578,1733
417 1511,9157,18628
418 3230,3518,8590,12918
419 12109,14979
420 11182,18430,18633
421 187,4244,18357
422 2080,16323,19241,19697
423 1847,6902,7558,14134,19079
