(708,918) 8596 1739 15745 17632 2961 4841 7453 2523 2086 2102 16608 3810 2152 4228 10159 4006 15463 186 16389 6095 14518 8806 5159 20040 17069 12305 1294 6485 304 2623 2871 16541 2740 4173 7333 1967 13565 20002 10936 15023 12891 12771 6398 15943 5406 8576 9207 16302 8739 11434 8628 7608 20647 12510 1330 2207 12350 8157 5710 8987 7489 3105 588 668 1862 19440 1456 1084 13978 2730 16628 8993 19321 7017 542 3019 6088 16616 16848 18982 3149 621 14082 9052 19734 10058 12860 6897 1655 2078 10858 262 2150 547 3179 6192 2920 2065 10446 16540
(69,3823) 18823 2646 3100 3108 4078 20547 17551 2153 9230 5754 20019 3326 2484 5921 8611 7492 12796 6651 1859 3187 4300 10950 20031 7617 3720 558 12264 1344 11917 3981 4948 16602 915 120 2747 4751 607 1144 16631 10687 16837 17658 5806 3804 10180 17596 971 6303 4533 3638 14357 16386 5 13886 9377 6917 15301 6754 6284 11192 8917 12206 3411 491 8821 18669 1921 16155 8648 10270 10827 2462 5916 16545 8157 7895 8399 2507 7729 78 8041 13724 1784 10279 5283 8902 5552 9486 9423 4076 20110 12038 18081 2012 17700 5699 17591 15372 14106 771
(525,3823) 451 641 4680 13947 1025 3073 16852 1871 3155 5339 17057 1301 13501 15845 18908 15876 16163 19523 10338 8369 7060 4439 3449 5824 4720 20510 8365 16722 12740 7524 1101 87 540 15941 10242 1257 625 1530 12519 16607 201 4955 6546 1134 12807 11132 19394 4110 20427 10342 10512 1462 2545 1746 3190 1814 8402 1322 8103 787 3783 13775 1383 2 1831 5441 2284 20091 2043 6177 9194 2645 3265 14183 12952 14386 2435 689 554 13544 719 1849 7809 1753 13498 11260 16843 704 5918 12175 8268 1766 4271 8189 16582 14828 1278 16627 2510 20105
(664,996) 3847 3697 2951 4008 4444 1749 8014 8064 13069 8580 7922 5957 2822 12234 4737 17205 1104 8426 19756 15341 1585 9551 7333 13480 5959 141 5766 11115 16713 33 8462 11045 5762 12745 1233 16466 10628 333 777 1245 1415 11144 3283 20858 20398 4535 2550 19074 10040 19910 2481 20419 10863 6508 6986 17210 14872 3398 18677 3837 3719 9745 10283 2309 18922 7715 2833 5615 8295 4110 2786 16582 11406 10990 4994 16841 14510 13189 13607 10408 2086 16310 16166 2392 7008 9198 17573 14786 899 5928 3200 12423 2169 10675 2298 172 9064 7875 11465 9010
(664,995) 16149 71 44 9387 11478 8128 16835 6509 1309 19238 15786 12076 5890 2735 9780 11531 5776 6416 2513 717 5312 14759 4427 17057 5825 1049 3600 4148 4637 13005 13917 8380 12634 920 11784 14595 7702 8596 881 4937 12051 9207 1380 12752 15353 9455 14392 2960 16097 6025 16197 17666 11928 7999 6913 9937 5881 8158 1097 1568 12203 918 9515 2140 13566 16673 15347 11416 9113 11119 10318 13948 15382 5326 1125 940 3514 1229 2955 3251 9340 3522 15623 17769 10108 10267 1870 16679 4860 1266 13282 5325 14353 1914 9391 3394 3767 1011 4599 14583
(664,242) 6812 3504 17725 5035 421 4802 5422 423 15274 4021 11412 19460 19318 5019 7257 18721 1292 2683 17062 1401 109 3087 17559 7857 4141 6158 14299 7852 3159 6632 8222 10244 16624 2172 8784 4860 4078 940 787 7290 13198 12353 2553 5067 329 17553 16593 16514 3448 19144 8665 7656 18734 12496 5318 4635 973 1321 449 15352 11987 3896 1312 16787 5457 5128 3865 8159 7206 19888 10506 899 555 7336 5484 4157 2163 5285 6199 2944 17063 1986 8406 2816 7333 3743 2314 1445 14741 18588 5026 16060 10537 19157 16401 16820 15114 2049 12680 11877
(664,2611) 18417 8465 8962 4015 11121 19459 6713 2376 448 9472 1293 231 19458 6670 2178 4563 3532 18568 5285 7442 3116 18957 1818 16374 8448 10841 8554 14543 2106 8130 17771 5416 4911 1923 122 4572 9405 5220 11338 3462 12451 9692 4411 4678 8429 8840 12609 2550 505 5395 7003 11224 9349 7784 4665 16791 20176 16541 2271 8160 16607 16385 3821 1078 3038 10080 6162 17904 5651 13859 7790 7911 18414 8819 7670 5087 8424 63 4127 12969 1823 1862 9423 1097 5230 11716 9231 7660 11726 4429 1742 6837 3811 3846 19022 532 7451 8779 18016 13916
(664,243) 6541 7807 6330 2311 5905 20858 16587 5603 15342 15773 8 9568 20471 8743 9630 3853 1166 9596 5318 4124 1149 3997 3843 840 6752 11199 3140 11409 12038 10962 16175 14910 10085 15 2437 7451 12767 11547 5128 11638 12156 5803 686 7879 15941 1842 18082 6045 17506 12586 12435 16621 5033 2978 634 18128 2155 5552 784 885 14261 1925 9927 7058 12896 2941 10735 19345 294 5288 3044 587 3306 573 685 12206 5516 16272 422 7073 10077 12350 16726 6485 11131 16856 3689 9347 10980 11659 9657 4583 7448 12935 7449 15632 10920 1769 388 6182
(622,17595) 3167 12214 12926 10242 10841 1480 15940 18556 12366 13484 4525 8543 12276 18170 16813 1542 7105 17308 6325 788 8023 16771 1134 3125 16777 4232 2142 9580 1456 8353 5494 9977 4184 18720 417 108 6727 17020 2150 5821 12560 10551 19158 14697 4607 16310 8317 20136 20083 7312 10486 7582 17075 1254 3140 15771 10888 2755 1253 784 1726 14982 3949 12000 16548 2825 14693 8313 14905 3384 8646 13274 10858 2284 1378 7496 7477 1974 16788 522 17079 1258 6240 3223 5808 19582 6014 7097 6464 2256 7078 1769 16588 17067 4091 6498 1970 5842 18390 2886
(622,17594) 9675 6380 13090 7801 8189 93 17769 6855 10528 6492 124 510 20108 9493 2384 12162 12885 2987 6463 3219 8538 5233 290 171 1049 6035 7122 17984 1300 981 2872 8005 1909 4146 19206 11365 3283 5644 5423 9779 1684 8072 3805 14689 7412 11060 1786 6544 15358 12423 1561 3098 8631 5918 10804 14559 12612 9762 2106 76 10886 6869 15342 6822 2537 1572 14217 4497 7358 12459 20094 7968 20537 9041 12025 491 15771 17717 3089 2786 6223 5861 2659 561 5865 2861 2519 12029 5045 1591 3177 1543 1453 18719 10142 161 11232 3562 5960 16791
