13687 283 1 1197100800
15039 283 1 1200816000
14456 651 1 1199260800
13075 283 1 1194508800
14513 80 0 1199520000
14513 121 0 1199520000
14513 142 0 1199520000
14513 392 0 1199520000
13171 370 1 1195027200
14851 569 0 1200297600
13340 485 1 1195891200
13748 244 1 1197360000
14450 633 0 1199260800
4483 310 1 1200038400
13222 569 1 1195286400
14193 408 1 1198742400
3369 481 1 1199692800
15188 302 1 1201334400
14141 142 1 1198656000
13549 77 1 1196668800
13481 236 1 1196409600
4903 609 1 1196236800
15190 220 1 1201334400
13853 550 1 1197705600
13866 485 1 1197705600
14944 283 1 1200556800
14791 549 1 1200211200
13796 527 1 1197446400
14684 532 1 1199865600
14309 422 1 1199001600
13895 283 1 1197878400
15041 476 1 1200816000
13461 530 0 1196323200
14981 515 1 1200643200
14343 596 0 1199088000
13675 236 1 1197100800
15170 459 1 1201248000
13088 476 1 1194595200
13104 358 1 1194768000
14916 220 0 1200556800
13154 450 0 1195027200
13431 485 1 1196236800
14855 438 1 1200297600
15126 283 1 1201075200
14502 635 1 1199520000
14702 495 1 1200038400
14770 523 1 1200124800
14843 562 1 1200297600
15051 627 1 1200816000
13120 457 0 1194854400
13391 283 1 1196064000
14130 339 1 1198656000
13250 613 1 1195459200
14202 635 1 1198742400
14166 527 1 1198656000
13856 623 1 1197705600
13249 433 1 1195459200
13315 283 1 1195804800
14361 381 1 1199088000
14724 659 1 1200038400
14163 569 1 1198656000
4262 220 1 1195977600
14536 522 0 1199606400
14968 596 1 1200643200
13668 603 1 1197014400
13129 142 0 1194854400
13646 492 1 1197014400
9327 569 1 1196323200
13833 607 1 1197619200
14264 545 1 1198915200
13950 322 1 1198137600
13454 283 1 1196236800
14771 665 1 1200211200
14779 283 1 1200211200
14079 387 1 1198483200
14576 283 1 1199692800
14374 2 1 1199088000
13475 622 0 1196323200
14806 569 0 1200211200
14740 481 1 1200124800
13761 449 1 1197360000
14173 527 1 1198656000
13325 510 1 1195891200
14765 370 1 1200124800
14204 289 1 1198742400
14809 433 0 1200211200
3364 485 1 1194595200
14355 392 1 1199088000
14641 567 1 1199779200
14882 338 1 1200384000
13754 518 1 1197360000
13072 258 1 1194508800
13651 481 1 1197014400
13553 142 0 1196668800
13592 379 1 1196841600
14715 261 1 1200038400
13824 20 0 1197532800
14007 616 0 1198310400
14730 644 1 1200124800
14742 287 1 1200124800
13847 283 1 1197619200
11971 656 1 1199865600
13551 380 1 1196668800
14267 140 1 1198915200
15150 419 1 1201161600
13108 569 1 1194768000
14711 283 1 1200038400
14880 392 1 1200384000
14017 459 1 1198310400
14471 583 1 1199347200
13143 603 1 1194940800
15207 320 1 1201420800
13468 296 1 1196323200
14777 283 1 1200211200
13202 610 1 1195286400
13945 543 1 1198137600
13945 633 1 1198051200
14982 283 1 1200643200
15136 501 1 1201075200
13184 185 1 1195113600
13223 283 1 1195372800
13747 220 1 1197360000
13091 492 1 1194595200
14427 397 1 1199260800
13476 517 1 1196323200
14996 648 1 1200643200
14151 588 1 1198656000
14440 515 1 1199260800
14050 515 1 1198483200
14983 553 1 1200643200
14102 374 1 1198569600
13170 605 0 1195027200
15143 283 1 1201161600
14923 371 1 1200556800
4778 511 1 1200729600
13616 348 0 1196928000
13616 389 1 1196928000
14212 340 1 1198742400
11146 476 1 1194854400
15199 655 1 1201334400
13595 597 1 1196841600
13598 515 1 1196841600
13446 228 1 1196236800
6931 142 1 1196064000
13734 456 1 1197360000
14037 628 0 1198396800
14170 283 1 1198656000
14634 588 1 1199692800
14341 283 1 1199001600
15009 408 1 1200729600
13038 2 1 1194336000
14196 337 1 1198742400
14232 289 1 1198828800
13914 476 1 1197964800
14257 487 1 1198828800
14071 602 1 1198483200
15073 519 0 1200816000
14600 220 1 1199692800
13269 142 1 1195632000
14549 521 1 1199606400
13937 485 1 1198051200
15011 485 1 1200729600
13802 142 1 1197446400
15072 583 1 1200816000
14313 278 0 1199001600
13825 559 1 1197532800
13068 405 0 1194508800
14578 283 1 1199692800
13112 550 1 1194768000
13132 485 0 1194854400
13726 508 1 1197273600
13121 220 1 1194854400
13221 612 0 1195286400
13981 569 1 1198224000
13601 240 1 1196841600
14432 283 1 1199260800
13807 296 1 1197532800
15090 408 1 1200902400
13658 583 1 1197014400
14683 428 1 1199865600
13087 548 1 1194595200
14703 569 1 1200038400
15121 537 1 1201075200
14095 495 1 1198569600
14008 633 1 1198310400
15066 449 1 1200816000
14637 583 0 1199779200
13289 387 1 1195718400
13704 476 1 1197187200
13889 387 1 1197878400
13636 236 1 1196928000
4818 550 1 1198396800
13871 485 0 1197792000
14412 482 1 1199174400
14501 482 1 1199520000
14546 603 0 1199606400
13717 494 1 1197273600
14269 324 1 1198915200
13047 511 1 1194336000
14135 142 1 1198656000
13744 236 1 1197360000
14362 467 1 1199088000
14542 199 1 1199606400
13141 569 1 1194940800
5793 264 1 1201248000
13260 501 1 1195545600
14148 267 1 1198656000
13525 618 1 1196582400
