4202 148 1 1123916400
4515 117 1 1127199600
5313 231 0 1137484800
8025 314 1 1168329600
1014 74 1 1038297600
2254 63 1 1084863600
3300 167 1 1107936000
4763 171 1 1129964400
2435 160 1 1090306800
9476 370 0 1175497200
6809 227 1 1157266800
7016 372 1 1161846000
4433 231 1 1126335600
12673 283 1 1192604400
12776 569 1 1193036400
2481 81 1 1091170800
2481 121 1 1091170800
4684 143 1 1129014000
11753 337 1 1187938800
5765 261 1 1142064000
5765 264 1 1142064000
6625 220 1 1154674800
9684 457 1 1176966000
10133 465 1 1179212400
200 10 1 975225600
1277 74 1 1048316400
1277 75 1 1051599600
1277 88 1 1052809200
1277 98 1 1054537200
1277 109 1 1070870400
1277 121 1 1164614400
1277 143 1 1085122800
1277 174 1 1095577200
1277 196 1 1101196800
1277 201 1 1102060800
1277 220 1 1110870000
1277 234 1 1117177200
1277 235 1 1134720000
1277 253 1 1122015600
5360 254 1 1138262400
7779 297 1 1167811200
620 49 1 1009699200
2838 93 1 1100851200
2838 184 1 1108713600
4461 265 1 1126508400
8072 127 1 1168329600
5242 146 1 1136620800
5498 255 1 1139990400
12371 283 1 1190962800
619 52 1 1009699200
1156 81 1 1043740800
1156 83 1 1049353200
1156 99 1 1072684800
1156 103 1 1072339200
10172 283 1 1179471600
3563 198 1 1113202800
9389 331 1 1174892400
12573 369 1 1191999600
275 23 1 984211200
2185 32 1 1082703600
3029 140 1 1103961600
9783 370 1 1178002800
5508 127 1 1140076800
5675 255 1 1141286400
7760 17 1 1167811200
8492 283 1 1169712000
2365 106 1 1088233200
8315 99 1 1169020800
8315 372 0 1176188400
369 1 1 992242800
6989 24 1 1161154800
8793 457 1 1171440000
10800 79 1 1183014000
1535 107 1 1060326000
1535 220 1 1156748400
1535 269 1 1166083200
6827 251 0 1157698800
7176 142 1 1163059200
9056 296 1 1173340800
3093 175 0 1104480000
9600 296 1 1176274800
12894 154 1 1193554800
183 13 1 972802800
1769 86 1 1070438400
9899 376 1 1178607600
11236 381 1 1185260400
1991 29 1 1076054400
3188 143 1 1105776000
7131 386 0 1162800000
7503 396 1 1166169600
2559 163 1 1093244400
4214 212 1 1124002800
9349 283 1 1174633200
2118 139 1 1080457200
3681 212 1 1115449200
7748 220 1 1167724800
11821 508 0 1188284400
2073 104 0 1078819200
4138 249 1 1123311600
5300 261 1 1137312000
9225 64 0 1174028400
799 12 1 1021791600
2898 146 1 1101888000
2386 139 1 1088751600
3987 80 1 1121324400
5098 263 1 1135238400
12086 517 1 1189580400
2174 120 1 1082444400
8471 82 0 1169625600
9994 271 1 1178953200
7286 220 1 1164009600
12123 378 1 1189753200
12716 337 1 1192777200
156 0 1 965113200
2153 121 0 1081407600
6263 82 0 1149663600
12071 157 0 1189494000
830 62 1 1024210800
3370 86 0 1109491200
4475 219 1 1126681200
7981 372 1 1168329600
9743 370 0 1177570800
2410 139 1 1090134000
2410 143 1 1089442800
9217 333 1 1174028400
11719 283 1 1187852400
3017 63 0 1103788800
5557 217 1 1140595200
1137 81 1 1043136000
2826 102 1 1100505600
5985 238 1 1144393200
9751 288 0 1177657200
105 0 1 958374000
1312 56 1 1050217200
1312 86 1 1050217200
1312 89 1 1052031600
1312 93 1 1050217200
1312 94 1 1052031600
1312 95 1 1051426800
1312 250 1 1134547200
1312 273 1 1135152000
2934 116 0 1102492800
2480 142 0 1091084400
10608 393 1 1181718000
11038 491 1 1184310000
11803 283 1 1188198000
18 0 0 941871600
6803 238 1 1157180400
7642 372 1 1167120000
13009 283 1 1194159600
5375 234 0 1138435200
5617 217 1 1140854400
11955 283 1 1188975600
7391 214 1 1165132800
8002 313 0 1168329600
11514 381 1 1186642800
11610 516 1 1187247600
10668 348 0 1182322800
10737 492 1 1182841200
514 36 1 1005984000
5076 259 1 1135065600
5231 84 0 1136448000
6378 226 0 1151737200
7330 396 1 1164441600
3054 162 1 1104134400
5241 124 1 1136620800
7756 372 1 1167811200
10920 371 1 1183705200
6091 217 1 1146466800
6738 262 1 1156402800
6942 373 0 1160204400
9013 283 1 1173168000
12945 374 1 1193814000
4483 219 1 1126767600
9506 283 1 1175670000
2708 153 1 1096959600
5027 201 1 1134460800
